sentence_original,sentence_simplified,sentence_manual
"En la confitería de la calle de Jacometrazo, esquina á la del Olivo bajo, núm. 17, se halla un surtido de panecillos de Todos Santos á 5½, 6 y 7 rs.","En la tienda de dulces de la calle Jacometrazo, en la esquina cerca de la calle Olivo bajo, número 17, tienen diferentes tipos de panecillos de Todos Santos a precios de 5½, 6 y 7 rs.","En la pastelería de la calle Jacometrazo, en la esquina cerca de la calle Olivo bajo, número 17, tienen diferentes tipos de panecillos de Todos Santos a precios de 5½, 6 y 7 reales."
"En la calle del Conde Duque, n. 3, cerca del Quartel de Guardias de Corps, se vende un to404 cador nuevo de plata, sin estrenar, una cama de hierro para matrimonio, colgadura, y colcha de musolina; un catre tambien de hierro colgadura y colcha de damasco amarillo, sillería de seda, un camapé de damasco amarillo, ajuares de cocina y otros varios muebles, todo muy poco usado; un par de caballos de 5 á 6 años, castaño obscuro, los que se venden juntos ó separados, y una berlina á la inglesa hecha en París: estará abierto desde las 10 de la mañana hasta las 6 de la tarde.","En la calle del Conde Duque, número 3, cerca del Cuartel de la Guardia de Corps, se vende un tocador nuevo de plata sin estrenar. También se vende una cama de hierro para matrimonio, con colgadura y colcha de muselina. Además, hay un catre de hierro con colgadura y colcha de damasco amarillo, sillería de seda y un camapé de damasco amarillo. También se venden ajuares de cocina y otros varios muebles, todos en muy buen estado. Hay un par de caballos de 5 a 6 años de edad, de color castaño oscuro, que se pueden vender juntos o por separado. Por último, se vende una berlina al estilo inglés hecha en París. El lugar estará abierto desde las 10 de la mañana hasta las 6 de la tarde.","En la calle del Conde Duque, número 3, cerca del Cuartel de la Guardia de Corps, se vende un tocador nuevo de plata sin estrenar. También se vende una cama de hierro para matrimonio, con colgadura y colcha de muselina. Además, hay un catre de hierro con colgadura y colcha de damasco amarillo, sillería de seda y un camapé de damasco amarillo. También se venden ajuares de cocina y otros varios muebles, todos en muy buen estado. Hay un par de caballos de 5 a 6 años de edad, de color castaño oscuro, que se pueden vender juntos o por separado. Por último, se vende un carruaje al estilo inglés hecho en París. El lugar estará abierto desde las 10 de la mañana hasta las 6 de la tarde."
"En caso de concertacion, si hubiese una semejanza absoluta entre dos descubrimientos, será válida el que se haya presentado antes á la autoridad local ó de provincia, pero si hubiese desemejanza, el posterior se considerará como mejora, sin pagar por ello nueva contribucion.","Si dos descubrimientos son muy parecidos y se presentan ante la autoridad local o de provincia, se considerará válido el que se haya presentado primero. Sin embargo, si hay diferencias entre los descubrimientos, el posterior se considerará una mejora y no se pagará una nueva contribución por ello.","Si dos descubrimientos son muy parecidos y se presentan ante la autoridad local o de provincia, se considerará válido el que se haya presentado primero. Sin embargo, si hay diferencias entre los descubrimientos, el posterior se considerará una mejora y no se pagará una nueva contribución por ello."
"Los tambores y pífanos que á continuacion se expresan, y se han alistado voluntariamente para dicha Milicia se presentarán á la mayor brevedad á D. Juan Doz, comandante del primer batallón.","Los instrumentos de percusión y viento que se mencionan a continuación, y que se han unido voluntariamente a esta Milicia, se presentarán lo más rápido posible al comandante del primer batallón, D. Juan Doz.","Los tamborileros y flautistas que se han unido voluntariamente a esta Milicia y que se mencionan a continuación, se presentarán lo más rápido posible al comandante del primer batallón, D. Juan Doz."
"Toda persona tiene derecho á perfeccionar la invencion de otro, pero no á usar de la invencion principal sin concertarse para ello con el inventor, asi como el inventor á usar de las perfecciones ó mejoras hechas por otro sin concertarse con el perfeccionador.","Cada persona tiene el derecho de mejorar la invención de otra, pero no puede usar la invención principal sin acordarlo con el inventor. Del mismo modo, el inventor puede utilizar las mejoras hechas por otra persona sin acordarlo con el perfeccionador.","Cada persona tiene el derecho de mejorar la invención de otra, pero no puede usar la invención principal sin acordarlo con el inventor. Del mismo modo, el inventor no puede utilizar las mejoras hechas por otra persona sin acordarlo con ella."
"Hoy es el quinto dia de Rogativa en el Convento de Religiosas Capuchinas por el feliz parto de la Reyna nuestra Señora, con asistencia del Cabildo, á las 10.",Hoy se celebra el quinto día de la Rogativa en el Convento de Religiosas Capuchinas para dar gracias por el feliz nacimiento de la Reina nuestra Señora. El evento cuenta con la presencia del Cabildo y comienza a las 10 de la mañana.,"Hoy se celebra el quinto día de Oración en el Convento de Religiosas Capuchinas para dar gracias por el feliz parto de la Reina nuestra Señora, con la asistencia de la comunidad de eclesiásticos. El acto comienza a las 10 de la mañana."
"Supongo que un rentero tiene cien yugadas de tierras de labor; cada año, siembra cinquenta, y las otras que quedan de rastrojo sirven de recurso á setenta ó cien carneros.","Supongo que un arrendatario tiene cien parcelas de tierras de cultivo; cada año, siembra cincuenta, y las demás que quedan sin cultivar se utilizan como alimento para setenta u cien ovejas.","Supongamos que un arrendatario tiene 3200 hectáreas de tierras de cultivo; cada año, siembra la mitad y las demás que quedan sin cultivar y se utilizan como alimento para setenta a cien carneros."
"La persona que quiera verla para tratar de su ajuste, acudirá á la casa tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5, quien informará del Escribano de diligencias que corre con la venta de dicha casulla, para verificarla en el mejor postor.","La persona interesada en verla para discutir su ajuste debe ir a la tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5. Él informará sobre el Notario encargado de la venta de esa casulla, para poder verificarla con el mejor postor.","La persona interesada en verla para discutir su precio debe ir a la tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5. Él informará sobre el Notario encargado de la venta de dicha casa, para poder verificarla con el mejor postor."
"En inteligencia de que para celar no se cometan dichos excesos estan autorizados los guardas y peones de los mismos paseos, quienes en su caso harán las aprehensiones convenientes de prendas, y daran parte inmediatamente de los culpados al señor Regidor comisionado de estos ramos, á fin de que adopte la providencia que estime mas conforme á justicia.  ","Los guardas y peones de los paseos tienen autorización para evitar que se cometan excesos. En ese caso, podrán confiscar prendas y reportar inmediatamente a un Regidor comisionado para que tome las medidas necesarias conforme a la justicia.","Los guardas y peones de los paseos tienen autorización para evitar que se cometan excesos. En ese caso, podrán confiscar prendas y reportar inmediatamente a un Regidor comisionado para que tome las medidas necesarias conforme a la justicia."
"En la plazuela de Merlo, detras de la casa de Infantado, frente á la cochera nueva de Alpedrete n. 14 qto. principal, se alquilan una sala, alcoba, y otra pieza, con asistencia ó sin ella.","En la pequeña plaza de Merlo, que está detrás de la casa de Infantado, en frente de la nueva cochera de Alpedrete número 14, se están alquilando una sala, una alcoba y otra habitación, con la opción de incluir servicios o no.","En la pequeña plaza de Merlo, que está detrás de la casa de Infantado, en frente de la nueva cochera de Alpedrete número 14, se están alquilando una sala, una alcoba y otra habitación, con la opción de incluir servicios o no."
"En el 25 se tenia otro ayuno en sentimiento de la muerte de los tres Rabinos: Simeon, hijo de Gamaliel; Ismael, hijo de Eliseo; y Chanina, Vicegerente del Gran Sacerdote.","El 25 se celebraba otro ayuno en honor a la muerte de tres Rabinos: Simeon, hijo de Gamaliel; Ismael, hijo de Eliseo; y Chanina, Vicegerente del Gran Sacerdote.","El 25 se celebraba otro ayuno en honor a la muerte de tres Rabinos: Simeon, hijo de Gamaliel; Ismael, hijo de Eliseo; y Chanina, Vicegerente del Gran Sacerdote."
"A este fin los vecinos que tengan la bondad de subscribirle acudirán al alcalde de dicho barrio D. José Marcelino Fraga, que vive calle de san Pedro y san Pablo, casa núm. 11, para tomar razon, y mediante ella recoger las limosnas de dichas subscripciones por la persona que S. E. determine.","Para llevar a cabo este propósito, los residentes que estén dispuestos a suscribirse deberán dirigirse al alcalde del barrio, el señor José Marcelino Fraga, quien vive en la calle de san Pedro y san Pablo, casa número 11. Allí, deberán dejar constancia de su suscripción y entregar las donaciones correspondientes a la persona designada por Su Excelencia.","Para llevar a cabo este propósito, los residentes que estén dispuestos a suscribirse deberán dirigirse al alcalde del barrio, el señor José Marcelino Fraga, quien vive en la calle de san Pedro y san Pablo, casa número 11. Allí, deberán dejar constancia de su suscripción y entregar las donaciones correspondientes a la persona designada por Su Excelencia."
"En la calle de Fuencarral, núm. 3, entrando por la Red de S. Luis, en la primera cochera, hay de venta una escelente silla de postas, propia para hacer cualquier viaje, la cual se dará con equidad; tambien se dará á cambio de alguna mula ó caballo u algun coche ó berlina.","En el número 3 de la calle Fuencarral, al entrar por la Red de San Luis, en la primera cochera, hay a la venta una excelente silla de postas, perfecta para cualquier viaje, la cual se venderá a un precio justo; también se aceptará como parte del pago una mula, un caballo o un coche o berlina.","En el número 3 de la calle Fuencarral, al entrar por la Red de San Luis, en la primera cochera, hay a la venta un excelente carruaje de cuatro ruedas perfecto para cualquier viaje, el cual se venderá a un precio justo; también se aceptará como parte del pago una mula, un caballo u otro carruaje."
"En el Despacho principal de este periodico darán razon de una tienda donde recibirán un muchacho decente, para ayudar á un mancebo; ha de saber algo escribir, y contar, y que tenga quien le abone.","En la oficina principal de este periódico informarán sobre una tienda donde están buscando a un joven respetable para ayudar a otro joven. El joven debe saber escribir y contar, y debe tener a alguien que lo respalde.","En la oficina principal de este periódico informarán sobre una tienda donde están buscando a un muchacho respetable para ayudar a otro joven. El muchacho debe saber escribir y contar, y debe tener a alguien que lo respalde."
"El que hubiese perdido un cabriolé el Sabado 18 de este por la tarde en la carnicería de la Plaza mayor, acuda á Tomas Garcia, que vive calle de las Carretas n. 31.","Si alguien perdió un carruaje el sábado 18 de este mes por la tarde en el mercado principal, debe ir a la casa de Tomás García, ubicada en la calle de las Carretas número 31.","Si alguien perdió una capa de abrigo el sábado 18 de este mes por la tarde, en la carnicería de la Plaza mayor, debe ir a la casa de Tomás García. Está ubicada en la calle de las Carretas número 31."
"Los Estados que el Emperador de Matruecos posee en la Africa á la plaga horeo occidental de esta parte del mundo, consisten en los dos grandes Reynos de Fez, y Marruecos, que ambos tomados juntos se hallan compreendidos entre los 29 y 36 grados de latitud septentrional, y entre los 6.","Los países que el Emperador de Marruecos tiene en el continente africano, al oeste de esta parte del mundo, son los dos grandes reinos de Fez y Marruecos. Ambos reinos se encuentran entre los 29 y 36 grados de latitud norte y entre los 6.","Los países que el Emperador de Marruecos tiene en el continente africano, al oeste de esta parte del mundo, son los dos grandes reinos de Fez y Marruecos. Ambos reinos se encuentran entre los 29 y 36 grados de latitud norte y entre los 6."
"El Real Colegio de cirugia de S. Carlos celebrará hoy 1.º de Octubre á las 10 de la mañana su anual abertura de estudios, presidiendo y autorizando este acto á nombre del Consejo Real el Ilustrisimo Sr. D. Rodrigo de la Torre Marin, y el Sr. D. Pablo Ferrandiz Bendicho: y el Catedrático D. Mariano de Rivas, uno de los directores del mismo Colegio, leerá la disertacion inaugural de ordenanza.","El Real Colegio de cirugía de San Carlos celebrará hoy, 1 de Octubre, a las 10 de la mañana su apertura anual de estudios. Este acto será presidido y autorizado por el Ilustrísimo Sr. D. Rodrigo de la Torre Marin y el Sr. D. Pablo Ferrandiz Bendicho, en representación del Consejo Real. Además, el Catedrático D. Mariano de Rivas, uno de los directores del Colegio, leerá la disertación inaugural de ordenanza.","El Real Colegio de cirugía de San Carlos celebrará hoy, 1 de Octubre, a las 10 de la mañana su apertura anual de estudios. Este acto será presidido y autorizado por el Ilustrísimo Sr. D. Rodrigo de la Torre Marin y el Sr. D. Pablo Ferrandiz Bendicho, en representación del Consejo Real. Además, el Catedrático D. Mariano de Rivas, uno de los directores del Colegio, leerá la disertación inaugural de ordenanza."
"Todos los individuos que componen la expresada compañía se presentarán, sin excusa alguna, el domingo 2 del presente mes de setiembre, con armamento, en el cuartel, á las cinco de la mañana; para continuar la instruccion, inclusos los últimamente agregados a ella, sin embargo de hallarse sin el dicho armamento; esperando del zelo de sus individuos la puntual asistencia =De orden del capitán = Angel de Peralta, sargento primero.","Todos los miembros de la compañía deberán presentarse el domingo 2 de este mes de septiembre en el cuartel a las cinco de la mañana, sin ninguna excusa y con sus armas. La instrucción continuará, incluso para aquellos que se han unido recientemente a la compañía, a pesar de no tener el armamento necesario. Esperamos que todos los miembros asistan puntualmente, confiando en su dedicación. Esta orden ha sido dada por el capitán Ángel de Peralta, sargento primero.","Todos los miembros de la compañía deberán presentarse el domingo 2 de este mes de septiembre en el cuartel a las cinco de la mañana, sin ninguna excusa y con sus armas. La instrucción continuará, incluso para aquellos que se han unido recientemente a la compañía, a pesar de no tener el armamento necesario. Esperamos que todos los miembros asistan puntualmente, confiando en su dedicación. Esta orden ha sido dada por el capitán Ángel de Peralta, sargento primero."
"Todos los individuos de la misma se presentarán en el cuartel el domingo 2 del presente mes de setiembre, á las cinco de la mañana, con armamento y fornituras para continuar la instruccion.=De órden del capitan = Juan Rodriguez de Llamas, sargento primero.","El domingo 2 de septiembre, todos los miembros del grupo deben presentarse en el cuartel a las cinco de la mañana. Deben llevar armas y equipo para continuar con la instrucción. Esta orden fue dada por el capitán Juan Rodríguez de Llamas, quien es sargento primero.","El domingo 2 de septiembre, todos los miembros del grupo deben presentarse en el cuartel a las cinco de la mañana. Deben llevar armas y equipo para continuar con la instrucción. Esta orden fue dada por el capitán Juan Rodríguez de Llamas, quien es sargento primero."
"Sin esta providencia nunca puede estar un pueblo de las calidades de Madrid, limpio de la mayor inmundicia de nuestra caduca naturaleza, como la experiencia lo acredita en la Corte y demás poblaciones quantiosas de nuestra vasta Monarquia en todas partes, en que no sé si habrá alguna excepcion; (que no he visto) y además, sin este auxilio sufre el público las incomodidades que no es menester, mencionar, las que se agravan en la gente de honor, y aun mas en las mugeres.","Sin esta medida, un pueblo como Madrid no puede estar libre de la suciedad que proviene de nuestra naturaleza decadente, como se puede comprobar en la Corte y en otras ciudades importantes de nuestro vasto imperio en todas partes, donde no sé si habrá alguna excepción (que no he visto). Además, sin esta ayuda, el público sufre las incomodidades que no es necesario mencionar, las cuales se agravan en las personas de honor y aún más en las mujeres.","Sin esta medida, un pueblo como Madrid no puede estar libre de la suciedad que proviene de nuestra naturaleza decadente, como se puede comprobar en la Corte y en otras ciudades importantes de nuestro vasto imperio en todas partes, donde no sé si habrá alguna excepción (que no he visto). Además, sin esta ayuda, el público sufre las incomodidades que no es necesario mencionar, las cuales se agravan en las personas de honor y aún más en las mujeres."
"de particular gusto, ú otros vecinos de esta Corte, en su arte; pinta con toda equidad, salas, gabinetes, &c.todo con el mas delicado gusto sin necesitar de moldes que no pueden tener lucimiento, como ha experimentado en muselinas pintadas en diferentes piezas ú salas de esta Corte.","Este pintor es muy apreciado por los habitantes de esta ciudad y por otros vecinos. Tiene mucho talento en su arte. Pinta habitaciones, salas y gabinetes con gran habilidad y buen gusto. No utiliza moldes que no permiten destacar su trabajo. Ha demostrado esto al pintar muselinas en diferentes piezas y salas de esta ciudad.","Este pintor es muy apreciado por los habitantes de esta ciudad y por otros vecinos. Tiene mucho talento en su arte. Pinta habitaciones, salas y gabinetes con gran habilidad y buen gusto. No utiliza moldes que no permiten destacar su trabajo. Ha demostrado esto al pintar telas en diferentes piezas y salas de esta ciudad."
"La archicofradía de esclavos del Santísimo Cristo del Olvido y María 5 Santísima de los Dolores, establecida en la iglesia parroquial de san Sebastian de esta corte, celebra su fiesta principal el domingo 2 del corriente, en cuyo dia estará patente el Santísimo Sacramento, y predicará el Dr. D. Manuel Fortea, capellan penitenciario del Caballero de Gracia.","La hermandad de esclavos del Santísimo Cristo del Olvido y María Santísima de los Dolores, que está en la iglesia parroquial de San Sebastián de esta ciudad, celebra su fiesta principal el próximo domingo 2 de este mes. Ese día, el Santísimo Sacramento estará expuesto y el Dr. Manuel Fortea, capellán penitenciario del Caballero de Gracia, predicará.","La hermandad de esclavos del Santísimo Cristo del Olvido y María Santísima de los Dolores, que está en la iglesia parroquial de San Sebastián de esta ciudad, celebra su fiesta principal el próximo domingo 2 de este mes. Ese día, el Santísimo Sacramento estará expuesto y el Dr. Manuel Fortea, capellán penitenciario del Caballero de Gracia, predicará."
"conveniente insertar este discurso en el Diario 103 al fin de su propesito, se le dirijo para su verificacion, y sino le estimare tal, echele la tixera, que yo no me agraviaré por ello, ni se habrá perdido mas que mi buena intencion por este medio, quedando de qualquier modo siempre amigo de Vmd.","Es conveniente insertar este discurso en el Diario 103 al final de su propósito. Se le envía para su verificación. Si no lo considera adecuado, deséchelo, no me molestaré por ello. Lo único que se perderá será mi buena intención a través de este medio. De cualquier manera, siempre seré amigo de usted.","Es conveniente insertar este discurso al final de este Diario. Se lo envió para su aprobación. Si no lo considera adecuado, deséchelo, no me molestaré por ello. Lo único que se perderá será mi buena intención por este medio de comunicación. De cualquier manera, siempre seré su amigo."
"Los señores abonados que gusten continuar con sus asientos, ó los que quieran abonarse de nuevo para las representaciones del presente mes de setiembre, se servirán acudir de once una de la mañana á la contaduría de este teatro á recoger los récibos, én inteligencia que los que no hubiesen acudido ó avisado á la una de este dia se entregarán los billetes al despacho para su venta.","Los abonados que deseen mantener sus asientos o aquellos que deseen abonarse de nuevo para las representaciones de este mes de septiembre, deben acudir a la contaduría del teatro a partir de las once de la mañana para recoger los recibos. Es importante mencionar que aquellos que no hayan acudido o avisado antes de la una de hoy, se entregarán los billetes al despacho para su venta.","Los abonados que deseen mantener sus asientos o aquellos que deseen abonarse de nuevo para las representaciones de este mes de septiembre, deben acudir a la oficina de contabilidad del teatro a partir de las once de la mañana para recoger los recibos. Es importante mencionar que aquellos que no hayan acudido o avisado antes de la una de hoy, se entregarán los billetes al despacho para su venta."
"Los Arabes que llegan á casi cien mil familias, distribuidas en cerca de treinta mil aduares, ó rancherias ambalantes que se mudan de unas partas á otras sobre camellos.","Los árabes que llegan a casi cien mil familias, están distribuidos en cerca de treinta mil aduares, que son rancherías ambulantes que se mudan de unas partes a otras utilizando camellos.","Los árabes que llegan a casi cien mil familias, están distribuidos en cerca de treinta mil campamentos, que son ranchos ambulantes que se mudan de unas partes a otras utilizando camellos."
"EL mes de Mayo de nuestro Kalendario vulgar, que es el quinto en orden del año, equivalía entre los Hebreos al que llamaban Sivan, El qual se componia de 30 dias por ser mes pleno; y era el tercero en orden del año Eclesiastico, ó el noveno del año civil.","El mes de Mayo en nuestro calendario, que es el quinto mes del año, equivalía al mes Sivan entre los Hebreos. Este mes tenía 30 días, ya que era considerado un mes completo. Además, era el tercer mes en el año religioso o el noveno en el año civil.","El mes de Mayo en nuestro calendario, que es el quinto mes del año, equivalía al mes Sivan entre los Hebreos. Este mes tenía 30 días, ya que era considerado un mes completo. Además, era el tercer mes en el año religioso o el noveno en el año civil."
"En la calle de Embaxadore, en la callejuela de S. Pedro, en casa del calesero que hay al principio de dicha callejuela, darán razon de una berlina quasi nueva, que se dará con la posible equidad.","En la calle de Embajadores, en la pequeña calle de San Pedro, en la casa del cochero que está al principio de dicha callejuela, te informarán sobre un carruaje casi nuevo, que se venderá con justicia.","En la calle de Embajadores, en la pequeña calle de San Pedro, en la casa del cochero que está al principio de dicha callejuela, te informarán sobre un carruaje casi nuevo, que se venderá a precio justo."
"En el sexto dia se celebraba la Pasqua de Pentecostés, á 50 dias despues de la del cordero, llamandola tambien fiesta de las semanas; porque cala á siete semanas en seguida de la Pascua, ó fase.","En el sexto día se celebraba la fiesta de Pentecostés, que tenía lugar 50 días después de la fiesta de la Pascua del cordero. Esta festividad también se conocía como la fiesta de las semanas, debido a que se celebraba siete semanas después de la Pascua.","En el sexto día se celebraba la fiesta de Pentecostés, que tenía lugar 50 días después de la fiesta de la Pascua del cordero. Esta festividad también se conocía como la fiesta de las semanas, debido a que se celebraba siete semanas después de la Pascua."
"Maria Tornero, busca planchado, cosido, y lavado para su casa; quien la hubiese menester acudirá á la calle del Ave-Maria n. 5 casa de los PP.Basilios.","Maria Tornero está buscando alguien que pueda planchar, coser y lavar en su casa. Aquellos que necesiten estos servicios pueden dirigirse a la calle del Ave-Maria número 5, a la casa de los padres Basilio.","Maria Tornero está buscando alguien que pueda planchar, coser y lavar en su casa. Aquellos interesados pueden dirigirse a la calle del Ave-Maria número 5, a la casa de los PP Basilios."
"Quien hubiese perdido un pollino en las inmediaciones de la Red de San Luis, acudirá al elcalde del barrio de la Comadre, que vive calle de la Merced, núm. 1, cuarto 2.º, quien legitimando su pérdida con señas individuales le entregerá.","Si alguien perdió un burrito cerca de la Red de San Luis, deberá ir al alcalde del barrio de la Comadre, que vive en la calle de la Merced, número 1, cuarto 2.º. El alcalde, al verificar la pérdida con características específicas, le devolverá el burrito.","Si alguien perdió un burrito cerca de la Red de San Luis, deberá ir al alcalde del barrio de la Comadre, que vive en la calle de la Merced, número 1, cuarto 2.º. El alcalde, al verificar la pérdida con características específicas, lo entregará."
"En la rienda barberia que hay en el Postigo de S. Martin n. 2 antes de llegar á la calle de los Preciados, darán razon de un joven castellano, que solicita su acomodo para dentro ó fuera de esta Corte en calidad de page ó mayordomo, y tiene quien le abone.","En la barbería ubicada en el número 2 de la calle Postigo de San Martín, antes de llegar a la calle Preciados, podrán informar sobre un joven de Castilla que busca trabajo como paje o mayordomo tanto dentro como fuera de esta ciudad, y cuenta con referencias que lo respaldan.","En la barbería ubicada en el número 2 de la calle Postigo de San Martín, antes de llegar a la calle Preciados, podrán informar sobre un joven de Castilla que busca trabajo como paje o mayordomo tanto dentro como fuera de esta ciudad, y cuenta con referencias que lo respaldan."
"En la calle de la Luna n. 14, un platero que está enfrente de la casa de la Condesa de Talara, dará razon de una sala, alcoba, y 1344 otra pieza amuebladas que se alquilan para un huesped.","En la calle de la Luna número 14, hay un joyero que está frente a la casa de la Condesa de Talara. Él puede dar información sobre una sala, una alcoba y otra habitación amuebladas que se pueden alquilar para un huésped.","En la calle de la Luna número 14, hay un joyero que está frente a la casa de la Condesa de Talara. Él puede dar información sobre una sala, una alcoba y otra habitación amuebladas que se pueden alquilar para un huésped."
"En la calle del Caballero de Gracia, almacen de muebles, se venden dos catres nuevos de fierro que se arman y desarman para llavarlos dentro de un cajon, y se darán con equidad, Se vende un uniforme grande para oficial de secretaria muy bien tratado, otro pequeño de la misma clase que se halla á medi suso, y cue7 llo y vueltas de lo mismo para petiuniforme y para frac.","En la calle del Caballero de Gracia, hay una tienda de muebles donde se venden dos camas plegables de hierro que se pueden desarmar y guardar en un cajón. Se entregarán de manera justa. También se vende un uniforme grande en excelentes condiciones para un oficial de secretaría, así como otro pequeño de la misma categoría que se encuentra arriba. Además, hay un cuello y vueltas del mismo material para un uniforme pequeño y para un frac.","En la calle del Caballero de Gracia, hay una tienda de muebles donde se venden dos camas plegables de hierro que se pueden desarmar y guardar en un cajón. Se entregarán de manera justa. También se vende un uniforme grande en excelentes condiciones para un oficial de secretaría, así como otro pequeño de la misma categoría usado. Además, hay un cuello y vueltas del mismo material para un uniforme pequeño y para un frac."
"Hoy Miercoles en el Coliseo de los Caños del Peral se dará principio á la temporada de invierno que concluirá el Martes de carnaval, con la Opera bufa intitulada: A quien de ageno se viste en la calle le desnudan, en la que hará la parte de primera Dama la Sra. Teresa Oltrabelli, con un magnifico bayle nuevo tragico entre los dos actos: intitulado el Combidado de Piedra.","Hoy, miércoles, comenzará la temporada de invierno en el Coliseo de los Caños del Peral. Esta temporada concluirá el martes de carnaval con la ópera bufa titulada ""A quien de ajeno se viste en la calle le desnudan"". En esta ópera, la Sra. Teresa Oltrabelli interpretará el papel de primera dama. Además, se presentará un magnífico baile nuevo trágico llamado ""El Combinado de Piedra"" entre los dos actos.","Hoy, miércoles, comenzará la temporada de invierno en el Coliseo de los Caños del Peral. Esta temporada concluirá el martes de carnaval con la ópera bufa titulada ""A quien de ajeno se viste en la calle le desnudan"". En esta ópera, la Sra. Teresa Oltrabelli interpretará el papel de primera dama. Además, se presentará un nuevo y magnífico baile trágico llamado ""El Combinado de Piedra"" entre los dos actos."
"MI dueño y amigo: sin embargo de que los articulos de que he de tratar en esta carta, se han tocado ya en el Diario, no me retrahe esta circunstancia de executarlo, porque las razones con que probaré mi pensamiento, ó no se habrán alegado antes, ó llevarán alguna novedad: y siempre serán memorial de la materia.","Mi dueño y amigo: quiero hablar de algunos temas en esta carta, aunque sé que ya se han mencionado en el Diario. No me importa esto, porque las razones que presentaré en apoyo a mis ideas pueden ser nuevas o no se han mencionado antes. Además, siempre será útil tener un registro de estos temas.","Mi dueño y amigo: quiero hablar de algunos temas en esta carta, aunque sé que ya se han mencionado en el Diario. No me importa esto, porque las razones que presentaré en apoyo a mis ideas pueden ser nuevas o no se han mencionado antes. Además, siempre será útil tener un registro de estos temas."
"Puede, pues, adoptarse en Madrid esta providencia de establecer comunes publicos en calles y plazas, siguiendo el metodo de Olanda como el mejor, encargandose el plan y construccion al Arquitecto mayor, para que situe estas oficinas dónde, y cómo mas convenga fuera de portales, (donde harto incomodan los basureros que se debieran abolir, sabstituyendose otra providencia) pues el arte para todo dá arbitrios, y sobre administracion, podría la policia encargarla, segun va dicho, como lo dicta la practica de dicha republica, añadiendo ó quitando para mejora lo conveniente: en inteligencia de no ser el asunto inasequible, pues le vemos establecido en poblaciones mayores que Madrid: concluyendo el punto con la noticia de que en una de las mas opulentas Ciudades de nuestra, America es tanto el desorden en esto por la suciedad y embriaguez de los Indios, que todos los Européos lo notan así que llegan á ella; ( aun no siendo chico en las de esta region) y corregido aquí este artículo, podrá hacerse el exemplar para los demás pueblos principales de la Corona, que deben seguir en lo posible las maximas de la Capital.","En Madrid se podría establecer la medida de tener espacios públicos en las calles y plazas, siguiendo el método de Holanda, que es considerado el mejor. El encargado de planificar y construir estos espacios sería el Arquitecto Mayor, quien los ubicaría en lugares adecuados, evitando los portales donde los basureros causan molestias y deberían ser eliminados, proponiendo una solución alternativa. La policía se encargaría de la administración de estos espacios, siguiendo las prácticas de la mencionada república y realizando los ajustes necesarios para mejorar el sistema. Esto no es algo imposible de lograr, ya que se ha implementado en ciudades más grandes que Madrid. Además, se menciona que en una de las ciudades más prósperas de América, el desorden en este aspecto debido a la suciedad y la embriaguez de los indígenas es tan notorio que todos los europeos lo mencionan al llegar a ella. Por lo tanto, corrigiendo esta situación aquí, se podría establecer un ejemplo para otras ciudades importantes de la Corona, que deben seguir en la medida de lo posible las políticas de la capital.","En Madrid se podría establecer la medida de tener espacios públicos en las calles y plazas, siguiendo el método de Holanda, que es considerado el mejor. El encargado de planificar y construir estos espacios sería el Arquitecto Mayor, quien los ubicaría en lugares adecuados, evitando los portales donde los basureros causan molestias y deberían ser eliminados, proponiendo una solución alternativa. La policía se encargaría de la administración de estos espacios, siguiendo las prácticas de la mencionada república y realizando los ajustes necesarios para mejorar el sistema. Esto no es algo imposible de lograr, ya que se ha implementado en ciudades más grandes que Madrid. Además, se menciona que en una de las ciudades más prósperas de América, el desorden en este aspecto debido a la suciedad y la embriaguez de los indígenas es tan notorio que todos los europeos lo mencionan al llegar a ella. Por lo tanto, corrigiendo esta situación aquí, se podría establecer un ejemplo para otras ciudades importantes de la Corona, que deben seguir en la medida de lo posible las políticas de la capital."
"Contendrá este discurso dos puntos; el uno sobre comunes públicos, y el otro sobre Serenos, muy interesantes ambos á la comodidad y decoro de esta Corte; y latamente á la salud y seguridad de su vecindario.","Este discurso tratará dos temas: uno sobre los espacios públicos y otro sobre los vigilantes nocturnos, ambos muy importantes para la comodidad y el decoro de esta ciudad, así como para la salud y seguridad de sus habitantes.","Este discurso tratará dos temas: uno sobre los espacios públicos y otro sobre los vigilantes nocturnos, ambos muy importantes para la comodidad y el decoro de esta ciudad, así como para la salud y seguridad de sus habitantes."
